Term,Score,Polarity,isAcquired
sensationalize,1,NEG,Y
sensationally,1,POS,Y
sensations,1,POS,Y
senseless,1,NEG,Y
senselessly,1,NEG,Y
sensible,1,POS,Y
sensibly,1,POS,Y
sensitive,1,POS,Y
serene,1,POS,Y
serenity,1,POS,Y
seriousness,1,NEG,Y
sermonize,1,NEG,Y
servitude,1,NEG,Y
set-up,1,NEG,Y
setback,1,NEG,Y
setbacks,1,NEG,Y
sever,1,NEG,Y
severe,1,NEG,Y
severity,1,NEG,Y
sexy,1,POS,Y
sh*t,1,NEG,Y
shabby,1,NEG,Y
shadowy,1,NEG,Y
shady,1,NEG,Y
shake,1,NEG,Y
shaky,1,NEG,Y
shallow,1,NEG,Y
sham,1,NEG,Y
shambles,1,NEG,Y
shame,1,NEG,Y
shameful,1,NEG,Y
shamefully,1,NEG,Y
shamefulness,1,NEG,Y
shameless,1,NEG,Y
shamelessly,1,NEG,Y
shamelessness,1,NEG,Y
shark,1,NEG,Y
sharp,1,POS,Y
sharper,1,POS,Y
sharpest,1,POS,Y
sharply,1,NEG,Y
shatter,1,NEG,Y
shemale,1,NEG,Y
shimmer,1,NEG,Y
shimmering,1,POS,Y
shimmeringly,1,POS,Y
shimmy,1,NEG,Y
shine,1,POS,Y
shiny,1,POS,Y
shipwreck,1,NEG,Y
shirk,1,NEG,Y
shirker,1,NEG,Y
shit,1,NEG,Y
shiver,1,NEG,Y
shock,1,NEG,Y
shocked,1,NEG,Y
shocking,1,NEG,Y
shockingly,1,NEG,Y
shoddy,1,NEG,Y
short-lived,1,NEG,Y
shortage,1,NEG,Y
shortchange,1,NEG,Y
shortcoming,1,NEG,Y
shortcomings,1,NEG,Y
shortness,1,NEG,Y
shortsighted,1,NEG,Y
shortsightedness,1,NEG,Y
showdown,1,NEG,Y
shrew,1,NEG,Y
shriek,1,NEG,Y
shrill,1,NEG,Y
shrilly,1,NEG,Y
shrivel,1,NEG,Y
shroud,1,NEG,Y
shrouded,1,NEG,Y
shrug,1,NEG,Y
shun,1,NEG,Y
shunned,1,NEG,Y
sick,1,NEG,Y
sicken,1,NEG,Y
sickening,1,NEG,Y
sickeningly,1,NEG,Y
sickly,1,NEG,Y
sickness,1,NEG,Y
sidetrack,1,NEG,Y
sidetracked,1,NEG,Y
siege,1,NEG,Y
significant,1,POS,Y
silent,1,POS,Y
sillily,1,NEG,Y
silly,1,NEG,Y
simpler,1,POS,Y
simplest,1,POS,Y
simplified,1,POS,Y
simplifies,1,POS,Y
simplify,1,POS,Y
simplifying,1,POS,Y
simplistic,1,NEG,Y
simplistically,1,NEG,Y
sin,1,NEG,Y
sincere,1,POS,Y
sincerely,1,POS,Y
sincerity,1,POS,Y
sinful,1,NEG,Y
sinfully,1,NEG,Y
sinister,1,NEG,Y
sinisterly,1,NEG,Y
sink,1,NEG,Y
sinking,1,NEG,Y
skeletons,1,NEG,Y
skeptic,1,NEG,Y
skeptical,1,NEG,Y
skeptically,1,NEG,Y
skepticism,1,NEG,Y
sketchy,1,NEG,Y
skill,1,POS,Y
skilled,1,POS,Y
skillful,1,POS,Y
skillfully,1,POS,Y
skimpy,1,NEG,Y
skinny,1,NEG,Y
skittish,1,NEG,Y
skittishly,1,NEG,Y
skulk,1,NEG,Y
slack,1,NEG,Y
slammin,1,POS,Y
slander,1,NEG,Y
slanderer,1,NEG,Y
slanderous,1,NEG,Y
slanderously,1,NEG,Y
slanders,1,NEG,Y
slap,1,NEG,Y
slashing,1,NEG,Y
slaughter,1,NEG,Y
slaughtered,1,NEG,Y
slave,1,NEG,Y
slaves,1,NEG,Y
sleazy,1,NEG,Y
sleek,1,POS,Y
slick,1,POS,Y
slime,1,NEG,Y
slog,1,NEG,Y
slogged,1,NEG,Y
slogging,1,NEG,Y
slogs,1,NEG,Y
sloooooooooooooow,1,NEG,Y
sloooow,1,NEG,Y
slooow,1,NEG,Y
sloow,1,NEG,Y
sloppily,1,NEG,Y
sloppy,1,NEG,Y
sloth,1,NEG,Y
slothful,1,NEG,Y
slow,1,NEG,Y
slow-moving,1,NEG,Y
slowed,1,NEG,Y
slower,1,NEG,Y
slowest,1,NEG,Y
slowly,1,NEG,Y
sloww,1,NEG,Y
slowww,1,NEG,Y
slowwww,1,NEG,Y
slug,1,NEG,Y
sluggish,1,NEG,Y
slump,1,NEG,Y
slumping,1,NEG,Y
slumpping,1,NEG,Y
slur,1,NEG,Y
slut,1,NEG,Y
sluts,1,NEG,Y
sly,1,NEG,Y
smack,1,NEG,Y
smallish,1,NEG,Y
smart,1,POS,Y
smarter,1,POS,Y
smartest,1,POS,Y
smartly,1,POS,Y
smash,1,NEG,Y
smear,1,NEG,Y
smell,1,NEG,Y
smelled,1,NEG,Y
smelling,1,NEG,Y
smells,1,NEG,Y
smelly,1,NEG,Y
smelt,1,NEG,Y
smile,1,POS,Y
smiles,1,POS,Y
smiling,1,POS,Y
smilingly,1,POS,Y
smitten,1,POS,Y
smoke,1,NEG,Y
smokescreen,1,NEG,Y
smolder,1,NEG,Y
smoldering,1,NEG,Y
smooth,1,POS,Y
smoother,1,POS,Y
smoothes,1,POS,Y
smoothest,1,POS,Y
smoothly,1,POS,Y
smother,1,NEG,Y
smoulder,1,NEG,Y
smouldering,1,NEG,Y
smudge,1,NEG,Y
smudged,1,NEG,Y
smudges,1,NEG,Y
smudging,1,NEG,Y
smug,1,NEG,Y
smugly,1,NEG,Y
smut,1,NEG,Y
smuttier,1,NEG,Y
smuttiest,1,NEG,Y
smutty,1,NEG,Y
snag,1,NEG,Y
snagged,1,NEG,Y
snagging,1,NEG,Y
snags,1,NEG,Y
snappish,1,NEG,Y
snappishly,1,NEG,Y
snappy,1,POS,Y
snare,1,NEG,Y
snarky,1,NEG,Y
snarl,1,NEG,Y
snazzy,1,POS,Y
sneak,1,NEG,Y
sneakily,1,NEG,Y
sneaky,1,NEG,Y
sneer,1,NEG,Y
sneering,1,NEG,Y
sneeringly,1,NEG,Y
snob,1,NEG,Y
snobbish,1,NEG,Y
snobby,1,NEG,Y
snobish,1,NEG,Y
snobs,1,NEG,Y
snub,1,NEG,Y
so-cal,1,NEG,Y
soapy,1,NEG,Y
sob,1,NEG,Y
sober,1,NEG,Y
sobering,1,NEG,Y
sociable,1,POS,Y
soft,1,POS,Y
softer,1,POS,Y
solace,1,POS,Y
solemn,1,NEG,Y
solicitous,1,POS,Y
solicitously,1,POS,Y
solicitude,1,NEG,Y
solid,1,POS,Y
solidarity,1,POS,Y
somber,1,NEG,Y
soothe,1,POS,Y
soothingly,1,POS,Y
sophisticated,1,POS,Y
sore,1,NEG,Y
sorely,1,NEG,Y
soreness,1,NEG,Y
sorrow,1,NEG,Y
sorrowful,1,NEG,Y
sorrowfully,1,NEG,Y
sorry,1,NEG,Y
soulful,1,POS,Y
soundly,1,POS,Y
soundness,1,POS,Y
sour,1,NEG,Y
sourly,1,NEG,Y
spacious,1,POS,Y
spade,1,NEG,Y
spank,1,NEG,Y
sparkle,1,POS,Y
sparkling,1,POS,Y
spectacular,1,POS,Y
spectacularly,1,POS,Y
speedily,1,POS,Y
speedy,1,POS,Y
spellbind,1,POS,Y
spellbinding,1,POS,Y
spellbindingly,1,POS,Y
spellbound,1,POS,Y
spendy,1,NEG,Y
spew,1,NEG,Y
spewed,1,NEG,Y
spewing,1,NEG,Y
spews,1,NEG,Y
spilling,1,NEG,Y
spinster,1,NEG,Y
spirited,1,POS,Y
spiritless,1,NEG,Y
spiritual,1,POS,Y
spite,1,NEG,Y
spiteful,1,NEG,Y
spitefully,1,NEG,Y
spitefulness,1,NEG,Y
splatter,1,NEG,Y
splendid,1,POS,Y
splendidly,1,POS,Y
splendor,1,POS,Y
split,1,NEG,Y
splitting,1,NEG,Y
spoil,1,NEG,Y
spoilage,1,NEG,Y
spoilages,1,NEG,Y
spoiled,1,NEG,Y
spoilled,1,NEG,Y
spoils,1,NEG,Y
spontaneous,1,POS,Y
spook,1,NEG,Y
spookier,1,NEG,Y
spookiest,1,NEG,Y
spookily,1,NEG,Y
spooky,1,NEG,Y
spoon-fed,1,NEG,Y
spoon-feed,1,NEG,Y
spoonfed,1,NEG,Y
sporadic,1,NEG,Y
sporty,1,POS,Y
spotless,1,POS,Y
spotty,1,NEG,Y
sprightly,1,POS,Y
spurious,1,NEG,Y
spurn,1,NEG,Y
sputter,1,NEG,Y
squabble,1,NEG,Y
squabbling,1,NEG,Y
squander,1,NEG,Y
squash,1,NEG,Y
squeak,1,NEG,Y
squeaks,1,NEG,Y
squeaky,1,NEG,Y
squeal,1,NEG,Y
squealing,1,NEG,Y
squeals,1,NEG,Y
squirm,1,NEG,Y
stab,1,NEG,Y
stability,1,POS,Y
stabilize,1,POS,Y
stable,1,POS,Y
stagnant,1,NEG,Y
stagnate,1,NEG,Y
stagnation,1,NEG,Y
staid,1,NEG,Y
stain,1,NEG,Y
stainless,1,POS,Y
stains,1,NEG,Y
stale,1,NEG,Y
stalemate,1,NEG,Y
stall,1,NEG,Y
stalls,1,NEG,Y
stammer,1,NEG,Y
stampede,1,NEG,Y
standout,1,POS,Y
standstill,1,NEG,Y
stark,1,NEG,Y
starkly,1,NEG,Y
startle,1,NEG,Y
startling,1,NEG,Y
startlingly,1,NEG,Y
starvation,1,NEG,Y
starve,1,NEG,Y
state-of-the-art,1,POS,Y
stately,1,POS,Y
static,1,NEG,Y
statuesque,1,POS,Y
staunch,1,POS,Y
staunchly,1,POS,Y
staunchness,1,POS,Y
steadfast,1,POS,Y
steadfastly,1,POS,Y
steadfastness,1,POS,Y
steadiest,1,POS,Y
steadiness,1,POS,Y
steady,1,POS,Y
steal,1,NEG,Y
stealing,1,NEG,Y
steals,1,NEG,Y
steep,1,NEG,Y
steeply,1,NEG,Y
stellar,1,POS,Y
stellarly,1,POS,Y
stench,1,NEG,Y
stereotype,1,NEG,Y
stereotypical,1,NEG,Y
stereotypically,1,NEG,Y
stern,1,NEG,Y
stew,1,NEG,Y
sticky,1,NEG,Y
stiff,1,NEG,Y
stiffness,1,NEG,Y
stifle,1,NEG,Y
stifling,1,NEG,Y
stiflingly,1,NEG,Y
stigma,1,NEG,Y
stigmatize,1,NEG,Y
stimulate,1,POS,Y
stimulates,1,POS,Y
stimulating,1,POS,Y
stimulative,1,POS,Y
sting,1,NEG,Y
stinging,1,NEG,Y
stingingly,1,NEG,Y
stingy,1,NEG,Y
stink,1,NEG,Y
stinks,1,NEG,Y
stirringly,1,POS,Y
stodgy,1,NEG,Y
stole,1,NEG,Y
stolen,1,NEG,Y
stooge,1,NEG,Y
stooges,1,NEG,Y
stormy,1,NEG,Y
straggle,1,NEG,Y
straggler,1,NEG,Y
straighten,1,POS,Y
straightforward,1,POS,Y
strain,1,NEG,Y
strained,1,NEG,Y
straining,1,NEG,Y
strange,1,NEG,Y
strangely,1,NEG,Y
stranger,1,NEG,Y
strangest,1,NEG,Y
strangle,1,NEG,Y
streaky,1,NEG,Y
streamlined,1,POS,Y
strenuous,1,NEG,Y
stress,1,NEG,Y
stresses,1,NEG,Y
stressful,1,NEG,Y
stressfully,1,NEG,Y
stricken,1,NEG,Y
strict,1,NEG,Y
strictly,1,NEG,Y
strident,1,NEG,Y
stridently,1,NEG,Y
strife,1,NEG,Y
strike,1,NEG,Y
striking,1,POS,Y
strikingly,1,POS,Y
stringent,1,NEG,Y
stringently,1,NEG,Y
striving,1,POS,Y
strong,1,POS,Y
stronger,1,POS,Y
strongest,1,POS,Y
struck,1,NEG,Y
struggle,1,NEG,Y
struggled,1,NEG,Y
struggles,1,NEG,Y
struggling,1,NEG,Y
strut,1,NEG,Y
stubborn,1,NEG,Y
stubbornly,1,NEG,Y
stubbornness,1,NEG,Y
stuck,1,NEG,Y
stuffy,1,NEG,Y
stumble,1,NEG,Y
stumbled,1,NEG,Y
stumbles,1,NEG,Y
stump,1,NEG,Y
stumped,1,NEG,Y
stumps,1,NEG,Y
stun,1,NEG,Y
stunned,1,POS,Y
stunning,1,POS,Y
stunningly,1,POS,Y
stunt,1,NEG,Y
stunted,1,NEG,Y
stupendous,1,POS,Y
stupendously,1,POS,Y
stupid,1,NEG,Y
stupidest,1,NEG,Y
stupidity,1,NEG,Y
stupidly,1,NEG,Y
stupified,1,NEG,Y
stupify,1,NEG,Y
stupor,1,NEG,Y
sturdier,1,POS,Y
sturdy,1,POS,Y
stutter,1,NEG,Y
stuttered,1,NEG,Y
stuttering,1,NEG,Y
stutters,1,NEG,Y
sty,1,NEG,Y
stylish,1,POS,Y
stylishly,1,POS,Y
stylized,1,POS,Y
stymied,1,NEG,Y
suave,1,POS,Y
suavely,1,POS,Y
sub-par,1,NEG,Y
subdued,1,NEG,Y
subjected,1,NEG,Y
subjection,1,NEG,Y
subjugate,1,NEG,Y
subjugation,1,NEG,Y
sublime,1,POS,Y
submissive,1,NEG,Y
subordinate,1,NEG,Y
subpoena,1,NEG,Y
subpoenas,1,NEG,Y
subservience,1,NEG,Y
subservient,1,NEG,Y
subsidize,1,POS,Y
subsidized,1,POS,Y
subsidizes,1,POS,Y
subsidizing,1,POS,Y
substandard,1,NEG,Y
substantive,1,POS,Y
subtract,1,NEG,Y
subversion,1,NEG,Y
subversive,1,NEG,Y
subversively,1,NEG,Y
subvert,1,NEG,Y
succeed,1,POS,Y
succeeded,1,POS,Y
succeeding,1,POS,Y
succeeds,1,POS,Y
succes,1,POS,Y
success,1,POS,Y
successes,1,POS,Y
successful,1,POS,Y
successfully,1,POS,Y
succumb,1,NEG,Y
suck,1,NEG,Y
sucked,1,NEG,Y
sucker,1,NEG,Y
sucks,1,NEG,Y
sucky,1,NEG,Y
sue,1,NEG,Y
sued,1,NEG,Y
sueing,1,NEG,Y
sues,1,NEG,Y
suffer,1,NEG,Y
suffered,1,NEG,Y
sufferer,1,NEG,Y
sufferers,1,NEG,Y
suffering,1,NEG,Y
suffers,1,NEG,Y
suffice,1,POS,Y
sufficed,1,POS,Y
suffices,1,POS,Y
sufficient,1,POS,Y
sufficiently,1,POS,Y
suffocate,1,NEG,Y
sugar-coat,1,NEG,Y
sugar-coated,1,NEG,Y
sugarcoated,1,NEG,Y
suicidal,1,NEG,Y
suicide,1,NEG,Y
suitable,1,POS,Y
sulk,1,NEG,Y
sullen,1,NEG,Y
sully,1,NEG,Y
sumptuous,1,POS,Y
sumptuously,1,POS,Y
sumptuousness,1,POS,Y
sunder,1,NEG,Y
sunk,1,NEG,Y
sunken,1,NEG,Y
super,1,POS,Y
superb,1,POS,Y
superbly,1,POS,Y
superficial,1,NEG,Y
superficiality,1,NEG,Y
superficially,1,NEG,Y
superfluous,1,NEG,Y
superior,1,POS,Y
superiority,1,POS,Y
superlative,1,POS,
superstition,1,NEG,Y
superstitious,1,NEG,Y
supple,1,POS,Y
support,1,POS,Y
supported,1,POS,Y
supporter,1,POS,Y
supporting,1,POS,Y
supportive,1,POS,Y
supports,1,POS,Y
suppress,1,NEG,Y
suppression,1,NEG,Y
supremacy,1,POS,Y
supreme,1,POS,Y
supremely,1,POS,Y
supurb,1,POS,Y
supurbly,1,POS,Y
surmount,1,POS,Y
surpass,1,POS,Y
surreal,1,POS,Y
surrender,1,NEG,Y
survival,1,POS,Y
survivor,1,POS,Y
susceptible,1,NEG,Y
suspect,1,NEG,Y
suspicion,1,NEG,Y
suspicions,1,NEG,Y
suspicious,1,NEG,Y
suspiciously,1,NEG,Y
sustainability,1,POS,Y
sustainable,1,POS,Y
swagger,1,NEG,Y
swamped,1,NEG,Y
swank,1,POS,Y
swankier,1,POS,Y
swankiest,1,POS,Y
swanky,1,POS,Y
sweaty,1,NEG,Y
sweeping,1,POS,Y
sweet,1,POS,Y
sweeten,1,POS,Y
sweetheart,1,POS,Y
sweetly,1,POS,Y
sweetness,1,POS,Y
swelled,1,NEG,Y
swelling,1,NEG,Y
swift,1,POS,Y
swiftness,1,POS,Y
swindle,1,NEG,Y
swipe,1,NEG,Y
swollen,1,NEG,Y
symptom,1,NEG,Y
symptoms,1,NEG,Y
syndrome,1,NEG,Y
taboo,1,NEG,Y
tacky,1,NEG,Y
taint,1,NEG,Y
tainted,1,NEG,Y
talent,1,POS,Y
talented,1,POS,Y
talents,1,POS,Y
tamper,1,NEG,Y
tangle,1,NEG,Y
tangled,1,NEG,Y
tangles,1,NEG,Y
tank,1,NEG,Y
tanked,1,NEG,Y
tanks,1,NEG,Y
tantalize,1,POS,Y
tantalizing,1,POS,Y
tantalizingly,1,POS,Y
tantrum,1,NEG,Y
tardy,1,NEG,Y
tarnish,1,NEG,Y
tarnished,1,NEG,Y
tarnishes,1,NEG,Y
tarnishing,1,NEG,Y
tattered,1,NEG,Y
taunt,1,NEG,Y
taunting,1,NEG,Y
tauntingly,1,NEG,Y
taunts,1,NEG,Y
taut,1,NEG,Y
tawdry,1,NEG,Y
taxing,1,NEG,Y
tease,1,NEG,Y
teasingly,1,NEG,Y
tedious,1,NEG,Y
tediously,1,NEG,Y
temerity,1,NEG,Y
temper,1,NEG,Y
tempest,1,NEG,Y
tempt,1,POS,Y
temptation,1,NEG,Y
tempting,1,POS,Y
temptingly,1,POS,Y
tenacious,1,POS,Y
tenaciously,1,POS,Y
tenacity,1,POS,Y
tender,1,POS,Y
tenderly,1,POS,Y
tenderness,1,NEG,Y
tense,1,NEG,Y
tension,1,NEG,Y
tentative,1,NEG,Y
tentatively,1,NEG,Y
tenuous,1,NEG,Y
tenuously,1,NEG,Y
tepid,1,NEG,Y
terrible,1,NEG,Y
terribleness,1,NEG,Y
terribly,1,NEG,Y
terrific,1,POS,Y
terrifically,1,POS,Y
terror,1,NEG,Y
terror-genic,1,NEG,Y
terrorism,1,NEG,Y
terrorize,1,NEG,Y
testily,1,NEG,Y
testy,1,NEG,Y
tetchily,1,NEG,Y
tetchy,1,NEG,Y
thank,1,POS,Y
thankful,1,POS,Y
thankless,1,NEG,Y
thicker,1,NEG,Y
thinner,1,POS,Y
thirst,1,NEG,Y
thorny,1,NEG,Y
thoughtful,1,POS,Y
thoughtfully,1,POS,Y
thoughtfulness,1,POS,Y
thoughtless,1,NEG,Y
thoughtlessly,1,NEG,Y
thoughtlessness,1,NEG,Y
thrash,1,NEG,Y
threat,1,NEG,Y
threaten,1,NEG,Y
threatening,1,NEG,Y
threats,1,NEG,Y
threesome,1,NEG,Y
thrift,1,POS,Y
thrifty,1,POS,Y
thrill,1,POS,Y
thrilled,1,POS,Y
thrilling,1,POS,Y
thrillingly,1,POS,Y
thrills,1,POS,Y
thrive,1,POS,Y
thriving,1,POS,Y
throb,1,NEG,Y
throbbed,1,NEG,Y
throbbing,1,NEG,Y
throbs,1,NEG,Y
throttle,1,NEG,Y
thug,1,NEG,Y
thumb-down,1,NEG,Y
thumb-up,1,POS,Y
thumbs-down,1,NEG,Y
thumbs-up,1,POS,Y
thwart,1,NEG,Y
tickle,1,POS,Y
tidy,1,POS,Y
time-consuming,1,NEG,Y
time-honored,1,POS,Y
timely,1,POS,Y
timid,1,NEG,Y
timidity,1,NEG,Y
timidly,1,NEG,Y
timidness,1,NEG,Y
tin-y,1,NEG,Y
tingle,1,POS,Y
tingled,1,NEG,Y
tingling,1,NEG,Y
tired,1,NEG,Y
tiresome,1,NEG,Y
tiring,1,NEG,Y
tiringly,1,NEG,Y
titillate,1,POS,Y
titillating,1,POS,Y
titillatingly,1,POS,Y
togetherness,1,POS,Y
toil,1,NEG,Y
tolerable,1,POS,Y
toll,1,NEG,Y
toll-free,1,POS,Y
top,1,POS,Y
top-heavy,1,NEG,Y
top-notch,1,POS,Y
top-quality,1,POS,Y
topnotch,1,POS,Y
topple,1,NEG,Y
tops,1,POS,Y
torment,1,NEG,Y
tormented,1,NEG,Y
torrent,1,NEG,Y
tortuous,1,NEG,Y
torture,1,NEG,Y
tortured,1,NEG,Y
tortures,1,NEG,Y
torturing,1,NEG,Y
torturous,1,NEG,Y
torturously,1,NEG,Y
totalitarian,1,NEG,Y
touchy,1,NEG,Y
tough,1,POS,Y
tougher,1,POS,Y
toughest,1,POS,Y
toughness,1,NEG,Y
tout,1,NEG,Y
touted,1,NEG,Y
touts,1,NEG,Y
toxic,1,NEG,Y
traction,1,POS,Y
traduce,1,NEG,Y
tragedy,1,NEG,Y
tragic,1,NEG,Y
tragically,1,NEG,Y
traitor,1,NEG,Y
traitorous,1,NEG,Y
traitorously,1,NEG,Y
tramp,1,NEG,Y
trample,1,NEG,Y
tranquil,1,POS,Y
tranquility,1,POS,Y
transgress,1,NEG,Y
transgression,1,NEG,Y
transparent,1,POS,Y
trap,1,NEG,Y
traped,1,NEG,Y
trapped,1,NEG,Y
trash,1,NEG,Y
trashed,1,NEG,Y
trashy,1,NEG,Y
trauma,1,NEG,Y
traumatic,1,NEG,Y
traumatically,1,NEG,Y
traumatize,1,NEG,Y
traumatized,1,NEG,Y
travesties,1,NEG,Y
travesty,1,NEG,Y
treacherous,1,NEG,Y
treacherously,1,NEG,Y
treachery,1,NEG,Y
treason,1,NEG,Y
treasonous,1,NEG,Y
treasure,1,POS,Y
tremendously,1,POS,Y
trendy,1,POS,Y
trick,1,NEG,Y
tricked,1,NEG,Y
trickery,1,NEG,Y
tricky,1,NEG,Y
triumph,1,POS,Y
triumphal,1,POS,Y
triumphant,1,POS,Y
triumphantly,1,POS,Y
trivial,1,NEG,Y
trivialize,1,NEG,Y
trivially,1,POS,Y
trophy,1,POS,Y
trouble,1,NEG,Y
trouble-free,1,POS,Y
troubled,1,NEG,Y
troublemaker,1,NEG,Y
troubles,1,NEG,Y
troublesome,1,NEG,Y
troublesomely,1,NEG,Y
troubling,1,NEG,Y
troublingly,1,NEG,Y
truant,1,NEG,Y
trump,1,POS,Y
trumpet,1,POS,Y
trust,1,POS,Y
trusted,1,POS,Y
trusting,1,POS,Y
trustingly,1,POS,Y
trustworthiness,1,POS,Y
trustworthy,1,POS,Y
trusty,1,POS,Y
truthful,1,POS,Y
truthfully,1,POS,Y
truthfulness,1,POS,Y
tumble,1,NEG,Y
tumbled,1,NEG,Y
tumbles,1,NEG,Y
tumultuous,1,NEG,Y
turbulent,1,NEG,Y
turmoil,1,NEG,Y
twinkly,1,POS,Y
twist,1,NEG,Y
twisted,1,NEG,Y
twists,1,NEG,Y
two-faced,1,NEG,Y
two-faces,1,NEG,Y
tyrannical,1,NEG,Y
tyrannically,1,NEG,Y
tyranny,1,NEG,Y
tyrant,1,NEG,Y
ugh,1,NEG,Y
uglier,1,NEG,Y
ugliest,1,NEG,Y
ugliness,1,NEG,Y
ugly,1,NEG,Y
ulterior,1,NEG,Y
ultimatum,1,NEG,Y
ultimatums,1,NEG,Y
ultra-crisp,1,POS,Y
ultra-hardline,1,NEG,Y
un-viewable,1,NEG,Y
unabashed,1,POS,Y
unabashedly,1,POS,Y
unable,1,NEG,Y
unacceptable,1,NEG,Y
unacceptablely,1,NEG,Y
unacceptably,1,NEG,Y
unaccessible,1,NEG,Y
unaccustomed,1,NEG,Y
unachievable,1,NEG,Y
unaffected,1,POS,Y
unaffordable,1,NEG,Y
unappealing,1,NEG,Y
unassailable,1,POS,Y
unattractive,1,NEG,Y
unauthentic,1,NEG,Y
unavailable,1,NEG,Y
unavoidably,1,NEG,Y
unbearable,1,NEG,Y
unbearablely,1,NEG,Y
unbeatable,1,POS,Y
unbelievable,1,NEG,Y
unbelievably,1,NEG,Y
unbiased,1,POS,Y
unbound,1,POS,Y
uncaring,1,NEG,Y
uncertain,1,NEG,Y
uncivil,1,NEG,Y
uncivilized,1,NEG,Y
unclean,1,NEG,Y
unclear,1,NEG,Y
uncollectible,1,NEG,Y
uncomfortable,1,NEG,Y
uncomfortably,1,NEG,Y
uncomfy,1,NEG,Y
uncompetitive,1,NEG,Y
uncomplicated,1,POS,Y
uncompromising,1,NEG,Y
uncompromisingly,1,NEG,Y
unconditional,1,POS,Y
unconfirmed,1,NEG,Y
unconstitutional,1,NEG,Y
uncontrolled,1,NEG,Y
unconvincing,1,NEG,Y
unconvincingly,1,NEG,Y
uncooperative,1,NEG,Y
uncouth,1,NEG,Y
uncreative,1,NEG,Y
undamaged,1,POS,Y
undaunted,1,POS,Y
undecided,1,NEG,Y
undefined,1,NEG,Y
undependability,1,NEG,Y
undependable,1,NEG,Y
undercut,1,NEG,Y
undercuts,1,NEG,Y
undercutting,1,NEG,Y
underdog,1,NEG,Y
underestimate,1,NEG,Y
underlings,1,NEG,Y
undermine,1,NEG,Y
undermined,1,NEG,Y
undermines,1,NEG,Y
undermining,1,NEG,Y
underpaid,1,NEG,Y
underpowered,1,NEG,Y
undersized,1,NEG,Y
understandable,1,POS,Y
undesirable,1,NEG,Y
undetermined,1,NEG,Y
undid,1,NEG,Y
undignified,1,NEG,Y
undisputable,1,POS,Y
undisputably,1,POS,Y
undisputed,1,POS,Y
undissolved,1,NEG,Y
undocumented,1,NEG,Y
undone,1,NEG,Y
undue,1,NEG,Y
unease,1,NEG,Y
uneasily,1,NEG,Y
uneasiness,1,NEG,Y
uneasy,1,NEG,Y
uneconomical,1,NEG,Y
unemployed,1,NEG,Y
unencumbered,1,POS,Y
unequal,1,NEG,Y
unequivocal,1,POS,Y
unequivocally,1,POS,Y
unethical,1,NEG,Y
uneven,1,NEG,Y
uneventful,1,NEG,Y
unexpected,1,NEG,Y
unexpectedly,1,NEG,Y
unexplained,1,NEG,Y
unfairly,1,NEG,Y
unfaithful,1,NEG,Y
unfaithfully,1,NEG,Y
unfamiliar,1,NEG,Y
unfavorable,1,NEG,Y
unfazed,1,POS,Y
unfeeling,1,NEG,Y
unfettered,1,POS,Y
unfinished,1,NEG,Y
unfit,1,NEG,Y
unforeseen,1,NEG,Y
unforgettable,1,POS,Y
unforgiving,1,NEG,Y
unfortunate,1,NEG,Y
unfortunately,1,NEG,Y
unfounded,1,NEG,Y
unfriendly,1,NEG,Y
unfulfilled,1,NEG,Y
unfunded,1,NEG,Y
ungovernable,1,NEG,Y
ungrateful,1,NEG,Y
unhappily,1,NEG,Y
unhappiness,1,NEG,Y
unhappy,1,NEG,Y
unhealthy,1,NEG,Y
unhelpful,1,NEG,Y
unilateralism,1,NEG,Y
unimaginable,1,NEG,Y
unimaginably,1,NEG,Y
unimportant,1,NEG,Y
uninformed,1,NEG,Y
uninsured,1,NEG,Y
unintelligible,1,NEG,Y
unintelligile,1,NEG,Y
unipolar,1,NEG,Y
unity,1,POS,Y
unjust,1,NEG,Y
unjustifiable,1,NEG,Y
unjustifiably,1,NEG,Y
unjustified,1,NEG,Y
unjustly,1,NEG,Y
unkind,1,NEG,Y
unkindly,1,NEG,Y
unknown,1,NEG,Y
unlamentable,1,NEG,Y
unlamentably,1,NEG,Y
unlawful,1,NEG,Y
unlawfully,1,NEG,Y
unlawfulness,1,NEG,Y
unleash,1,NEG,Y
unlicensed,1,NEG,Y
unlikely,1,NEG,Y
unlimited,1,POS,Y
unlucky,1,NEG,Y
unmatched,1,POS,Y
unmoved,1,NEG,Y
unnatural,1,NEG,Y
unnaturally,1,NEG,Y
unnecessary,1,NEG,Y
unneeded,1,NEG,Y
unnerve,1,NEG,Y
unnerved,1,NEG,Y
unnerving,1,NEG,Y
unnervingly,1,NEG,Y
unnoticed,1,NEG,Y
unobserved,1,NEG,Y
unorthodox,1,NEG,Y
unorthodoxy,1,NEG,Y
unparalleled,1,POS,Y
unpleasant,1,NEG,Y
unpleasantries,1,NEG,Y
unpopular,1,NEG,Y
unpredictable,1,NEG,Y
unprepared,1,NEG,Y
unproductive,1,NEG,Y
unprofessional,1,NEG,
unprofitable,1,NEG,Y
unprove,1,NEG,Y
unproved,1,NEG,Y
unproven,1,NEG,Y
unproves,1,NEG,Y
unproving,1,NEG,Y
unqualified,1,NEG,Y
unquestionable,1,POS,Y
unquestionably,1,POS,Y
unravel,1,NEG,Y
unraveled,1,NEG,Y
unreachable,1,NEG,Y
